Contig	Ten_total	Twenty_total
QPX_transcriptome_v1_Contig_5111	1755	1143
QPX_transcriptome_v1_Contig_5112	2243	440
QPX_transcriptome_v1_Contig_5113	883	600
QPX_transcriptome_v1_Contig_5114	202	134
QPX_transcriptome_v1_Contig_5115	1519	576
QPX_transcriptome_v1_Contig_5116	1578	531
QPX_transcriptome_v1_Contig_5117	2458	1238
QPX_transcriptome_v1_Contig_5118	167	64
QPX_transcriptome_v1_Contig_5119	362	255
QPX_transcriptome_v1_Contig_512	12882	3439
QPX_transcriptome_v1_Contig_5120	569	187
QPX_transcriptome_v1_Contig_5121	1139	885
QPX_transcriptome_v1_Contig_5122	1665	649
QPX_transcriptome_v1_Contig_5123	1124	465
QPX_transcriptome_v1_Contig_5124	1279	613
QPX_transcriptome_v1_Contig_5125	446	255
QPX_transcriptome_v1_Contig_5126	3005	3027
QPX_transcriptome_v1_Contig_5127	885	533
QPX_transcriptome_v1_Contig_5128	694	251
QPX_transcriptome_v1_Contig_5129	1061	245
QPX_transcriptome_v1_Contig_513	2574	1832
QPX_transcriptome_v1_Contig_5130	3731	2199
QPX_transcriptome_v1_Contig_5131	592	504
QPX_transcriptome_v1_Contig_5132	782	274
QPX_transcriptome_v1_Contig_5133	531	315
QPX_transcriptome_v1_Contig_5134	602	439
QPX_transcriptome_v1_Contig_5135	481	455
QPX_transcriptome_v1_Contig_5136	281	171
QPX_transcriptome_v1_Contig_5137	1249	341
QPX_transcriptome_v1_Contig_5138	4723	1692
QPX_transcriptome_v1_Contig_5139	421	74
QPX_transcriptome_v1_Contig_514	2237	1167
QPX_transcriptome_v1_Contig_5140	1017	470
QPX_transcriptome_v1_Contig_5141	1561	560
QPX_transcriptome_v1_Contig_5142	1722	626
QPX_transcriptome_v1_Contig_5143	1392	397
QPX_transcriptome_v1_Contig_5144	1567	585
QPX_transcriptome_v1_Contig_5145	1074	324
QPX_transcriptome_v1_Contig_5146	640	450
QPX_transcriptome_v1_Contig_5147	1435	895
QPX_transcriptome_v1_Contig_5148	2741	953
QPX_transcriptome_v1_Contig_5149	701	433
QPX_transcriptome_v1_Contig_515	5288	1403
QPX_transcriptome_v1_Contig_5150	305	310
QPX_transcriptome_v1_Contig_5151	1389	1180
QPX_transcriptome_v1_Contig_5152	7411	4123
QPX_transcriptome_v1_Contig_5153	413	236
QPX_transcriptome_v1_Contig_5154	2718	1567
QPX_transcriptome_v1_Contig_5155	2672	2127
QPX_transcriptome_v1_Contig_5156	3715	1276
QPX_transcriptome_v1_Contig_5157	948	221
QPX_transcriptome_v1_Contig_5158	360	265
QPX_transcriptome_v1_Contig_5159	328	132
QPX_transcriptome_v1_Contig_516	8590	3190
QPX_transcriptome_v1_Contig_5160	943	351
QPX_transcriptome_v1_Contig_5161	2700	882
QPX_transcriptome_v1_Contig_5162	1919	1023
QPX_transcriptome_v1_Contig_5163	189	86
QPX_transcriptome_v1_Contig_5164	847	433
QPX_transcriptome_v1_Contig_5165	2855	1107
QPX_transcriptome_v1_Contig_5166	377	232
QPX_transcriptome_v1_Contig_5167	873	403
QPX_transcriptome_v1_Contig_5168	2108	1457
QPX_transcriptome_v1_Contig_5169	1037	243
QPX_transcriptome_v1_Contig_517	23254	21128
QPX_transcriptome_v1_Contig_5170	3817	2582
QPX_transcriptome_v1_Contig_5171	1222	928
QPX_transcriptome_v1_Contig_5172	473	172
QPX_transcriptome_v1_Contig_5173	1636	761
QPX_transcriptome_v1_Contig_5174	2251	748
QPX_transcriptome_v1_Contig_5175	1488	1254
QPX_transcriptome_v1_Contig_5176	633	241
QPX_transcriptome_v1_Contig_5177	253	131
QPX_transcriptome_v1_Contig_5178	1022	419
QPX_transcriptome_v1_Contig_5179	318	207
QPX_transcriptome_v1_Contig_518	31684	29882
QPX_transcriptome_v1_Contig_5180	489	199
QPX_transcriptome_v1_Contig_5181	618	486
QPX_transcriptome_v1_Contig_5182	1489	403
QPX_transcriptome_v1_Contig_5183	254	215
QPX_transcriptome_v1_Contig_5184	2693	1626
QPX_transcriptome_v1_Contig_5185	1551	569
QPX_transcriptome_v1_Contig_5186	110	199
QPX_transcriptome_v1_Contig_5187	736	424
QPX_transcriptome_v1_Contig_5188	2005	921
QPX_transcriptome_v1_Contig_5189	725	476
QPX_transcriptome_v1_Contig_519	1383	408
QPX_transcriptome_v1_Contig_5190	275	195
QPX_transcriptome_v1_Contig_5191	219	81
QPX_transcriptome_v1_Contig_5192	2348	1683
QPX_transcriptome_v1_Contig_5193	2333	781
QPX_transcriptome_v1_Contig_5194	327	163
QPX_transcriptome_v1_Contig_5195	926	478
QPX_transcriptome_v1_Contig_5196	1462	528
QPX_transcriptome_v1_Contig_5197	167	212
QPX_transcriptome_v1_Contig_5198	3326	1482
QPX_transcriptome_v1_Contig_5199	1299	1106
QPX_transcriptome_v1_Contig_52	26572	9892
QPX_transcriptome_v1_Contig_520	22026	18623
QPX_transcriptome_v1_Contig_5200	393	69
QPX_transcriptome_v1_Contig_5201	779	441
QPX_transcriptome_v1_Contig_5202	575	321
QPX_transcriptome_v1_Contig_5203	2256	672
QPX_transcriptome_v1_Contig_5204	682	217
QPX_transcriptome_v1_Contig_5205	198	96
QPX_transcriptome_v1_Contig_5206	316	202
QPX_transcriptome_v1_Contig_5207	2919	3309
QPX_transcriptome_v1_Contig_5208	144	70
QPX_transcriptome_v1_Contig_5209	733	385
QPX_transcriptome_v1_Contig_521	13100	13349
QPX_transcriptome_v1_Contig_5210	66	154
QPX_transcriptome_v1_Contig_5211	215	257
QPX_transcriptome_v1_Contig_5212	613	322
QPX_transcriptome_v1_Contig_5213	1229	272
QPX_transcriptome_v1_Contig_5214	2384	1434
QPX_transcriptome_v1_Contig_5215	1509	802
QPX_transcriptome_v1_Contig_5216	931	1834
QPX_transcriptome_v1_Contig_5217	1849	1160
QPX_transcriptome_v1_Contig_5218	684	100
QPX_transcriptome_v1_Contig_5219	2238	1776
QPX_transcriptome_v1_Contig_522	13752	10092
QPX_transcriptome_v1_Contig_5220	1534	587
QPX_transcriptome_v1_Contig_5221	1396	588
QPX_transcriptome_v1_Contig_5222	88	149
QPX_transcriptome_v1_Contig_5223	1819	501
QPX_transcriptome_v1_Contig_5224	1981	951
QPX_transcriptome_v1_Contig_5225	417	66
QPX_transcriptome_v1_Contig_5226	110	94
QPX_transcriptome_v1_Contig_5227	260	205
QPX_transcriptome_v1_Contig_5228	350	106
QPX_transcriptome_v1_Contig_5229	1615	740
QPX_transcriptome_v1_Contig_523	502	267
QPX_transcriptome_v1_Contig_5230	1362	737
QPX_transcriptome_v1_Contig_5231	1181	451
QPX_transcriptome_v1_Contig_5232	1968	870
QPX_transcriptome_v1_Contig_5233	2007	1147
QPX_transcriptome_v1_Contig_5234	259	129
QPX_transcriptome_v1_Contig_5235	696	255
QPX_transcriptome_v1_Contig_5236	980	586
QPX_transcriptome_v1_Contig_5237	2868	907
QPX_transcriptome_v1_Contig_5238	2997	1423
QPX_transcriptome_v1_Contig_5239	2368	2546
QPX_transcriptome_v1_Contig_524	281	254
QPX_transcriptome_v1_Contig_5240	990	1552
QPX_transcriptome_v1_Contig_5241	1358	874
QPX_transcriptome_v1_Contig_5242	379	282
QPX_transcriptome_v1_Contig_5243	1300	666
QPX_transcriptome_v1_Contig_5244	242	371
QPX_transcriptome_v1_Contig_5245	1525	1726
QPX_transcriptome_v1_Contig_5246	982	363
QPX_transcriptome_v1_Contig_5247	836	289
QPX_transcriptome_v1_Contig_5248	6259	3514
QPX_transcriptome_v1_Contig_5249	2680	1795
QPX_transcriptome_v1_Contig_525	1256	804
QPX_transcriptome_v1_Contig_5250	713	158
QPX_transcriptome_v1_Contig_5251	195	66
QPX_transcriptome_v1_Contig_5252	2712	941
QPX_transcriptome_v1_Contig_5253	686	170
QPX_transcriptome_v1_Contig_5254	2132	1722
QPX_transcriptome_v1_Contig_5255	687	195
QPX_transcriptome_v1_Contig_5256	432	240
QPX_transcriptome_v1_Contig_5257	248	164
QPX_transcriptome_v1_Contig_5258	474	257
QPX_transcriptome_v1_Contig_5259	939	891
QPX_transcriptome_v1_Contig_526	17004	7813
QPX_transcriptome_v1_Contig_5260	1023	1036
QPX_transcriptome_v1_Contig_5261	1102	288
QPX_transcriptome_v1_Contig_5262	1425	755
QPX_transcriptome_v1_Contig_5263	1093	948
QPX_transcriptome_v1_Contig_5264	792	813
QPX_transcriptome_v1_Contig_5265	2503	1456
QPX_transcriptome_v1_Contig_5266	672	358
QPX_transcriptome_v1_Contig_5267	1393	1139
QPX_transcriptome_v1_Contig_5268	433	164
QPX_transcriptome_v1_Contig_5269	1157	469
QPX_transcriptome_v1_Contig_527	36992	17038
QPX_transcriptome_v1_Contig_5270	551	419
QPX_transcriptome_v1_Contig_5271	611	328
QPX_transcriptome_v1_Contig_5272	600	146
QPX_transcriptome_v1_Contig_5273	1976	722
QPX_transcriptome_v1_Contig_5274	581	359
QPX_transcriptome_v1_Contig_5275	1077	326
QPX_transcriptome_v1_Contig_5276	293	75
QPX_transcriptome_v1_Contig_5277	73	63
QPX_transcriptome_v1_Contig_5278	438	181
QPX_transcriptome_v1_Contig_5279	1645	1418
QPX_transcriptome_v1_Contig_528	21938	12991
QPX_transcriptome_v1_Contig_5280	1457	446
QPX_transcriptome_v1_Contig_5281	322	385
QPX_transcriptome_v1_Contig_5282	2779	1454
QPX_transcriptome_v1_Contig_5283	3902	1772
QPX_transcriptome_v1_Contig_5284	461	164
QPX_transcriptome_v1_Contig_5285	981	464
QPX_transcriptome_v1_Contig_5286	3217	2003
QPX_transcriptome_v1_Contig_5287	888	315
QPX_transcriptome_v1_Contig_5288	1340	524
QPX_transcriptome_v1_Contig_5289	1068	404
QPX_transcriptome_v1_Contig_529	1170	275
QPX_transcriptome_v1_Contig_5290	527	330
QPX_transcriptome_v1_Contig_5291	331	188
QPX_transcriptome_v1_Contig_5292	495	109
QPX_transcriptome_v1_Contig_5293	306	106
QPX_transcriptome_v1_Contig_5294	815	293
QPX_transcriptome_v1_Contig_5295	861	370
QPX_transcriptome_v1_Contig_5296	1385	1217
QPX_transcriptome_v1_Contig_5297	4422	5476
QPX_transcriptome_v1_Contig_5298	144	112
QPX_transcriptome_v1_Contig_5299	848	454
QPX_transcriptome_v1_Contig_53	27629	15504
QPX_transcriptome_v1_Contig_530	9816	7958
QPX_transcriptome_v1_Contig_5300	958	446
QPX_transcriptome_v1_Contig_5301	251	75
QPX_transcriptome_v1_Contig_5302	2016	1035
QPX_transcriptome_v1_Contig_5303	356	126
QPX_transcriptome_v1_Contig_5304	1003	605
QPX_transcriptome_v1_Contig_5305	858	165
QPX_transcriptome_v1_Contig_5306	1734	957
QPX_transcriptome_v1_Contig_5307	1208	845
QPX_transcriptome_v1_Contig_5308	2840	1576
QPX_transcriptome_v1_Contig_5309	343	304
QPX_transcriptome_v1_Contig_531	1923	724
QPX_transcriptome_v1_Contig_5310	2866	937
QPX_transcriptome_v1_Contig_5311	4140	1518
QPX_transcriptome_v1_Contig_5312	1072	503
QPX_transcriptome_v1_Contig_5313	1690	891
QPX_transcriptome_v1_Contig_5314	466	219
QPX_transcriptome_v1_Contig_5315	806	277
QPX_transcriptome_v1_Contig_5316	1543	1232
QPX_transcriptome_v1_Contig_5317	925	590
QPX_transcriptome_v1_Contig_5318	2709	2087
QPX_transcriptome_v1_Contig_5319	632	121
QPX_transcriptome_v1_Contig_532	5739	2635
QPX_transcriptome_v1_Contig_5320	293	160
QPX_transcriptome_v1_Contig_5321	1173	1140
QPX_transcriptome_v1_Contig_5322	575	303
QPX_transcriptome_v1_Contig_5323	418	141
QPX_transcriptome_v1_Contig_5324	1279	779
QPX_transcriptome_v1_Contig_5325	158	165
QPX_transcriptome_v1_Contig_5326	2634	2199
QPX_transcriptome_v1_Contig_5327	598	358
QPX_transcriptome_v1_Contig_5328	1544	499
QPX_transcriptome_v1_Contig_5329	293	147
QPX_transcriptome_v1_Contig_533	11000	2971
QPX_transcriptome_v1_Contig_5330	2674	2106
QPX_transcriptome_v1_Contig_5331	1211	966
QPX_transcriptome_v1_Contig_5332	941	623
QPX_transcriptome_v1_Contig_5333	763	387
QPX_transcriptome_v1_Contig_5334	444	286
QPX_transcriptome_v1_Contig_5335	864	482
QPX_transcriptome_v1_Contig_5336	486	252
QPX_transcriptome_v1_Contig_5337	2615	1045
QPX_transcriptome_v1_Contig_5338	1372	826
QPX_transcriptome_v1_Contig_5339	120	81
QPX_transcriptome_v1_Contig_534	4684	2621
QPX_transcriptome_v1_Contig_5340	716	219
QPX_transcriptome_v1_Contig_5341	2233	1271
QPX_transcriptome_v1_Contig_5342	1471	712
QPX_transcriptome_v1_Contig_5343	432	203
QPX_transcriptome_v1_Contig_5344	527	144
QPX_transcriptome_v1_Contig_5345	1341	706
QPX_transcriptome_v1_Contig_5346	1287	398
QPX_transcriptome_v1_Contig_5347	859	392
QPX_transcriptome_v1_Contig_5348	182	225
QPX_transcriptome_v1_Contig_5349	2446	1894
QPX_transcriptome_v1_Contig_535	15042	7668
QPX_transcriptome_v1_Contig_5350	1507	1061
QPX_transcriptome_v1_Contig_5351	2205	1129
QPX_transcriptome_v1_Contig_5352	2017	908
QPX_transcriptome_v1_Contig_5353	3019	3034
QPX_transcriptome_v1_Contig_5354	3291	2800
QPX_transcriptome_v1_Contig_5355	222	67
QPX_transcriptome_v1_Contig_5356	3229	1075
QPX_transcriptome_v1_Contig_5357	121	69
QPX_transcriptome_v1_Contig_5358	430	168
QPX_transcriptome_v1_Contig_5359	2365	1328
QPX_transcriptome_v1_Contig_536	4754	2005
QPX_transcriptome_v1_Contig_5360	1420	940
QPX_transcriptome_v1_Contig_5361	4495	1742
QPX_transcriptome_v1_Contig_5362	2860	909
QPX_transcriptome_v1_Contig_5363	886	500
QPX_transcriptome_v1_Contig_5364	1338	431
QPX_transcriptome_v1_Contig_5365	3500	677
QPX_transcriptome_v1_Contig_5366	694	307
QPX_transcriptome_v1_Contig_5367	2547	1865
QPX_transcriptome_v1_Contig_5368	5564	3005
QPX_transcriptome_v1_Contig_5369	621	94
QPX_transcriptome_v1_Contig_537	6767	4318
QPX_transcriptome_v1_Contig_5370	705	332
QPX_transcriptome_v1_Contig_5371	776	321
QPX_transcriptome_v1_Contig_5372	1869	1294
QPX_transcriptome_v1_Contig_5373	3714	2861
QPX_transcriptome_v1_Contig_5374	1066	671
QPX_transcriptome_v1_Contig_5375	704	393
QPX_transcriptome_v1_Contig_5376	209	54
QPX_transcriptome_v1_Contig_5377	1531	989
QPX_transcriptome_v1_Contig_5378	339	156
QPX_transcriptome_v1_Contig_5379	1358	990
QPX_transcriptome_v1_Contig_538	3622	1981
QPX_transcriptome_v1_Contig_5380	2606	1508
QPX_transcriptome_v1_Contig_5381	1262	618
QPX_transcriptome_v1_Contig_5382	150	67
QPX_transcriptome_v1_Contig_5383	290	310
QPX_transcriptome_v1_Contig_5384	278	145
QPX_transcriptome_v1_Contig_5385	403	77
QPX_transcriptome_v1_Contig_5386	118	84
QPX_transcriptome_v1_Contig_5387	1199	661
QPX_transcriptome_v1_Contig_5388	1116	798
QPX_transcriptome_v1_Contig_5389	866	563
QPX_transcriptome_v1_Contig_539	24537	10208
QPX_transcriptome_v1_Contig_5390	454	121
QPX_transcriptome_v1_Contig_5391	637	221
QPX_transcriptome_v1_Contig_5392	4483	2814
QPX_transcriptome_v1_Contig_5393	528	563
QPX_transcriptome_v1_Contig_5394	206	164
QPX_transcriptome_v1_Contig_5395	1390	812
QPX_transcriptome_v1_Contig_5396	1127	437
QPX_transcriptome_v1_Contig_5397	664	187
QPX_transcriptome_v1_Contig_5398	1211	960
QPX_transcriptome_v1_Contig_5399	264	155
QPX_transcriptome_v1_Contig_54	1853	607
QPX_transcriptome_v1_Contig_540	18835	15540
QPX_transcriptome_v1_Contig_5400	311	165
QPX_transcriptome_v1_Contig_5401	880	308
QPX_transcriptome_v1_Contig_5402	1571	980
QPX_transcriptome_v1_Contig_5403	1895	1256
QPX_transcriptome_v1_Contig_5404	1938	1349
QPX_transcriptome_v1_Contig_5405	464	132
QPX_transcriptome_v1_Contig_5406	213	121
QPX_transcriptome_v1_Contig_5407	600	345
QPX_transcriptome_v1_Contig_5408	1039	254
QPX_transcriptome_v1_Contig_5409	2338	814
QPX_transcriptome_v1_Contig_541	11630	5183
QPX_transcriptome_v1_Contig_5410	239	147
QPX_transcriptome_v1_Contig_5411	707	948
QPX_transcriptome_v1_Contig_5412	183	54
QPX_transcriptome_v1_Contig_5413	578	605
QPX_transcriptome_v1_Contig_5414	1544	503
QPX_transcriptome_v1_Contig_5415	2250	702
QPX_transcriptome_v1_Contig_5416	405	221
QPX_transcriptome_v1_Contig_5417	903	422
QPX_transcriptome_v1_Contig_5418	1163	616
QPX_transcriptome_v1_Contig_5419	146	58
QPX_transcriptome_v1_Contig_542	1501	707
QPX_transcriptome_v1_Contig_5420	2746	1311
QPX_transcriptome_v1_Contig_5421	649	210
QPX_transcriptome_v1_Contig_5422	1310	278
QPX_transcriptome_v1_Contig_5423	228	128
QPX_transcriptome_v1_Contig_5424	4267	1619
QPX_transcriptome_v1_Contig_5425	1162	328
QPX_transcriptome_v1_Contig_5426	1936	709
QPX_transcriptome_v1_Contig_5427	2994	1597
QPX_transcriptome_v1_Contig_5428	225	163
QPX_transcriptome_v1_Contig_5429	364	217
QPX_transcriptome_v1_Contig_543	40649	7711
QPX_transcriptome_v1_Contig_5430	638	179
QPX_transcriptome_v1_Contig_5431	1200	614
QPX_transcriptome_v1_Contig_5432	2070	2866
QPX_transcriptome_v1_Contig_5433	174	156
QPX_transcriptome_v1_Contig_5434	360	240
QPX_transcriptome_v1_Contig_5435	707	315
QPX_transcriptome_v1_Contig_5436	952	129
QPX_transcriptome_v1_Contig_5437	420	149
QPX_transcriptome_v1_Contig_5438	811	152
QPX_transcriptome_v1_Contig_5439	2099	1748
QPX_transcriptome_v1_Contig_544	188	64
QPX_transcriptome_v1_Contig_5440	3196	655
QPX_transcriptome_v1_Contig_5441	720	125
QPX_transcriptome_v1_Contig_5442	875	636
QPX_transcriptome_v1_Contig_5443	545	390
QPX_transcriptome_v1_Contig_5444	613	243
QPX_transcriptome_v1_Contig_5445	56	173
QPX_transcriptome_v1_Contig_5446	745	550
QPX_transcriptome_v1_Contig_5447	1413	924
QPX_transcriptome_v1_Contig_5448	850	237
QPX_transcriptome_v1_Contig_5449	2170	1765
QPX_transcriptome_v1_Contig_545	6811	2793
QPX_transcriptome_v1_Contig_5450	688	156
QPX_transcriptome_v1_Contig_5451	3330	1209
QPX_transcriptome_v1_Contig_5452	358	102
QPX_transcriptome_v1_Contig_5453	616	340
QPX_transcriptome_v1_Contig_5454	1253	764
QPX_transcriptome_v1_Contig_5455	3603	1397
QPX_transcriptome_v1_Contig_5456	930	262
QPX_transcriptome_v1_Contig_5457	5377	4066
QPX_transcriptome_v1_Contig_5458	1223	920
QPX_transcriptome_v1_Contig_5459	961	939
QPX_transcriptome_v1_Contig_546	857	459
QPX_transcriptome_v1_Contig_5460	1234	428
QPX_transcriptome_v1_Contig_5461	1029	341
QPX_transcriptome_v1_Contig_5462	1131	419
QPX_transcriptome_v1_Contig_5463	1983	1255
QPX_transcriptome_v1_Contig_5464	1005	852
QPX_transcriptome_v1_Contig_5465	222	121
QPX_transcriptome_v1_Contig_5466	436	781
QPX_transcriptome_v1_Contig_5467	516	266
QPX_transcriptome_v1_Contig_5468	559	592
QPX_transcriptome_v1_Contig_5469	389	227
QPX_transcriptome_v1_Contig_547	3518	2158
QPX_transcriptome_v1_Contig_5470	2928	1023
QPX_transcriptome_v1_Contig_5471	969	355
QPX_transcriptome_v1_Contig_5472	1663	1649
QPX_transcriptome_v1_Contig_5473	2325	1608
QPX_transcriptome_v1_Contig_5474	1356	493
QPX_transcriptome_v1_Contig_5475	2982	2051
QPX_transcriptome_v1_Contig_5476	2426	3219
QPX_transcriptome_v1_Contig_5477	768	363
QPX_transcriptome_v1_Contig_5478	348	261
QPX_transcriptome_v1_Contig_5479	2371	1495
QPX_transcriptome_v1_Contig_548	7575	5899
QPX_transcriptome_v1_Contig_5480	399	113
QPX_transcriptome_v1_Contig_5481	2032	1384
QPX_transcriptome_v1_Contig_5482	305	67
QPX_transcriptome_v1_Contig_5483	653	427
QPX_transcriptome_v1_Contig_5484	348	75
QPX_transcriptome_v1_Contig_5485	2345	967
QPX_transcriptome_v1_Contig_5486	2240	772
QPX_transcriptome_v1_Contig_5487	1319	1154
QPX_transcriptome_v1_Contig_5488	736	411
QPX_transcriptome_v1_Contig_5489	129	114
QPX_transcriptome_v1_Contig_549	4465	2806
QPX_transcriptome_v1_Contig_5490	591	207
QPX_transcriptome_v1_Contig_5491	342	110
QPX_transcriptome_v1_Contig_5492	173	25
QPX_transcriptome_v1_Contig_5493	727	716
QPX_transcriptome_v1_Contig_5494	1231	958
QPX_transcriptome_v1_Contig_5495	194	41
QPX_transcriptome_v1_Contig_5496	1573	985
QPX_transcriptome_v1_Contig_5497	768	445
QPX_transcriptome_v1_Contig_5498	6278	1966
QPX_transcriptome_v1_Contig_5499	2462	817
QPX_transcriptome_v1_Contig_55	319	277
QPX_transcriptome_v1_Contig_550	56076	12999
QPX_transcriptome_v1_Contig_5500	608	477
QPX_transcriptome_v1_Contig_5501	127	121
QPX_transcriptome_v1_Contig_5502	1338	797
QPX_transcriptome_v1_Contig_5503	699	701
QPX_transcriptome_v1_Contig_5504	130	179
QPX_transcriptome_v1_Contig_5505	310	130
QPX_transcriptome_v1_Contig_5506	272	282
QPX_transcriptome_v1_Contig_5507	1208	401
QPX_transcriptome_v1_Contig_5508	694	562
QPX_transcriptome_v1_Contig_5509	1207	464
QPX_transcriptome_v1_Contig_551	2109	1459
QPX_transcriptome_v1_Contig_5510	1058	395
QPX_transcriptome_v1_Contig_5511	96	159
QPX_transcriptome_v1_Contig_5512	3427	2149
QPX_transcriptome_v1_Contig_5513	231	137
QPX_transcriptome_v1_Contig_5514	121	62
QPX_transcriptome_v1_Contig_5515	826	737
QPX_transcriptome_v1_Contig_5516	3553	880
QPX_transcriptome_v1_Contig_5517	1089	177
QPX_transcriptome_v1_Contig_5518	541	243
QPX_transcriptome_v1_Contig_5519	3586	1215
QPX_transcriptome_v1_Contig_552	8969	8308
QPX_transcriptome_v1_Contig_5520	5999	3149
QPX_transcriptome_v1_Contig_5521	3079	1579
QPX_transcriptome_v1_Contig_5522	214	454
QPX_transcriptome_v1_Contig_5523	3438	1092
QPX_transcriptome_v1_Contig_5524	167	107
QPX_transcriptome_v1_Contig_5525	2395	1685
QPX_transcriptome_v1_Contig_5526	189	185
QPX_transcriptome_v1_Contig_5527	1944	1051
QPX_transcriptome_v1_Contig_5528	438	167
QPX_transcriptome_v1_Contig_5529	265	348
QPX_transcriptome_v1_Contig_553	2549	877
QPX_transcriptome_v1_Contig_5530	231	177
QPX_transcriptome_v1_Contig_5531	68	95
QPX_transcriptome_v1_Contig_5532	1000	242
QPX_transcriptome_v1_Contig_5533	1508	821
QPX_transcriptome_v1_Contig_5534	202	54
QPX_transcriptome_v1_Contig_5535	278	170
QPX_transcriptome_v1_Contig_5536	566	189
QPX_transcriptome_v1_Contig_5537	141	151
QPX_transcriptome_v1_Contig_5538	1027	520
QPX_transcriptome_v1_Contig_5539	1236	620
QPX_transcriptome_v1_Contig_554	28109	9727
QPX_transcriptome_v1_Contig_5540	4330	1527
QPX_transcriptome_v1_Contig_5541	1884	585
QPX_transcriptome_v1_Contig_5542	1281	920
QPX_transcriptome_v1_Contig_5543	169	182
QPX_transcriptome_v1_Contig_5544	1863	1320
QPX_transcriptome_v1_Contig_5545	1157	395
QPX_transcriptome_v1_Contig_5546	994	659
QPX_transcriptome_v1_Contig_5547	663	501
QPX_transcriptome_v1_Contig_5548	132	44
QPX_transcriptome_v1_Contig_5549	321	282
QPX_transcriptome_v1_Contig_555	2586	1008
QPX_transcriptome_v1_Contig_5550	505	133
QPX_transcriptome_v1_Contig_5551	565	616
QPX_transcriptome_v1_Contig_5552	437	339
QPX_transcriptome_v1_Contig_5553	449	301
QPX_transcriptome_v1_Contig_5554	2376	1030
QPX_transcriptome_v1_Contig_5555	2829	865
QPX_transcriptome_v1_Contig_5556	171	161
QPX_transcriptome_v1_Contig_5557	520	169
QPX_transcriptome_v1_Contig_5558	521	204
QPX_transcriptome_v1_Contig_5559	1247	367
QPX_transcriptome_v1_Contig_556	3130	1333
QPX_transcriptome_v1_Contig_5560	1694	1349
QPX_transcriptome_v1_Contig_5561	1088	413
QPX_transcriptome_v1_Contig_5562	1167	374
QPX_transcriptome_v1_Contig_5563	728	153
QPX_transcriptome_v1_Contig_5564	825	292
QPX_transcriptome_v1_Contig_5565	2045	722
QPX_transcriptome_v1_Contig_5566	706	246
QPX_transcriptome_v1_Contig_5567	516	328
QPX_transcriptome_v1_Contig_5568	2486	1305
QPX_transcriptome_v1_Contig_5569	1190	489
QPX_transcriptome_v1_Contig_557	76832	20412
QPX_transcriptome_v1_Contig_5570	1699	1273
QPX_transcriptome_v1_Contig_5571	573	241
QPX_transcriptome_v1_Contig_5572	1542	1605
QPX_transcriptome_v1_Contig_5573	3251	1645
QPX_transcriptome_v1_Contig_5574	1735	1105
QPX_transcriptome_v1_Contig_5575	2579	1442
